CustomerID,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn,TenureBucket,HighRiskCustomer,RevenueSegment
C00306,69,fiber optic,month-to-month,75.87,5297.42,mailed check,no,49-72 Months,No,Medium Value
C00307,50,fiber optic,month-to-month,56.46,2523.93,bank transfer,yes,49-72 Months,No,Medium Value
C00308,66,fiber optic,month-to-month,61.86,3950.86,electronic check,no,49-72 Months,No,Medium Value
C00309,17,fiber optic,two year,50.38,902.06,electronic check,no,13-24 Months,No,Medium Value
C00310,19,no internet,one year,58.19,1010.74,credit card,no,13-24 Months,No,Medium Value
C00311,29,dsl,two year,41.09,1167.96,electronic check,no,25-48 Months,No,Medium Value
C00312,51,dsl,month-to-month,62.66,3389.94,electronic check,no,49-72 Months,No,Medium Value
C00313,22,fiber optic,month-to-month,71.44,1779.95,bank transfer,yes,13-24 Months,No,Medium Value
C00315,2,unknown,month-to-month,55.38,124.1,mailed check,no,0-12 Months,No,Medium Value
C00316,49,dsl,one year,51.52,2418.19,electronic check,no,49-72 Months,No,Medium Value
C00317,8,no internet,one year,88.08,636.31,credit card,no,0-12 Months,No,High Value
C00318,18,fiber optic,two year,70.21,699.25,electronic check,no,13-24 Months,No,Medium Value
C00319,35,dsl,month-to-month,27.92,898.4,unknown,no,25-48 Months,No,Low Value
C00320,39,fiber optic,month-to-month,46.9,1707.22,electronic check,yes,25-48 Months,No,Medium Value
C00321,26,dsl,one year,38.51,1090.84,credit card,no,25-48 Months,No,Low Value
C00322,71,dsl,month-to-month,87.96,5473.85,bank transfer,yes,49-72 Months,No,High Value
C00323,71,fiber optic,month-to-month,78.8,5066.77,credit card,yes,49-72 Months,No,Medium Value
C00324,20,no internet,month-to-month,26.61,586.53,bank transfer,yes,13-24 Months,No,Low Value
C00325,12,dsl,month-to-month,92.82,1039.87,credit card,yes,0-12 Months,No,High Value
C00326,26,dsl,month-to-month,47.24,1399.95,credit card,no,25-48 Months,No,Medium Value
C00327,61,fiber optic,month-to-month,38.57,2688.07,unknown,no,49-72 Months,No,Low Value
C00328,39,fiber optic,month-to-month,37.29,1305.35,unknown,no,25-48 Months,No,Low Value
C00329,52,fiber optic,month-to-month,29.37,1332.73,credit card,no,49-72 Months,No,Low Value
C00330,39,fiber optic,one year,71.69,2395.06,electronic check,no,25-48 Months,No,Medium Value
C00331,8,fiber optic,month-to-month,129.47,1104.34,credit card,yes,0-12 Months,Yes,High Value
C00332,26,dsl,month-to-month,47.56,1381.25,credit card,yes,25-48 Months,No,Medium Value
C00333,2,dsl,month-to-month,71.62,130.67,bank transfer,no,0-12 Months,No,Medium Value
C00334,55,fiber optic,month-to-month,69.04,4075.67,mailed check,no,49-72 Months,No,Medium Value
C00335,52,fiber optic,month-to-month,68.3,3325.94,credit card,no,49-72 Months,No,Medium Value
C00337,39,dsl,month-to-month,95.06,4243.28,electronic check,no,25-48 Months,No,High Value
C00338,51,no internet,one year,38.74,2230.82,electronic check,no,49-72 Months,No,Low Value
C00339,55,fiber optic,two year,77.8,4397.19,bank transfer,yes,49-72 Months,No,Medium Value
C00340,64,fiber optic,month-to-month,38.65,2553.39,bank transfer,no,49-72 Months,No,Low Value
C00341,71,fiber optic,month-to-month,78.36,6321.0,electronic check,yes,49-72 Months,No,Medium Value
C00342,70,dsl,month-to-month,16.58,1047.27,mailed check,no,49-72 Months,No,Low Value
C00343,29,dsl,month-to-month,73.56,2196.07,electronic check,no,25-48 Months,No,Medium Value
C00344,24,no internet,month-to-month,58.74,1256.04,electronic check,no,13-24 Months,No,Medium Value
C00345,38,no internet,month-to-month,103.52,3880.05,electronic check,no,25-48 Months,No,High Value
C00346,24,fiber optic,month-to-month,54.99,1472.66,unknown,yes,13-24 Months,No,Medium Value
C00347,32,fiber optic,month-to-month,66.75,2386.66,electronic check,yes,25-48 Months,No,Medium Value
C00348,62,fiber optic,month-to-month,114.78,6794.15,credit card,no,49-72 Months,No,High Value
C00349,53,dsl,month-to-month,86.97,4523.49,bank transfer,no,49-72 Months,No,High Value
C00350,50,fiber optic,month-to-month,78.36,4485.96,credit card,no,49-72 Months,No,Medium Value
C00351,51,dsl,month-to-month,60.99,3152.54,bank transfer,no,49-72 Months,No,Medium Value
C00352,51,fiber optic,one year,66.43,3536.44,bank transfer,no,49-72 Months,No,Medium Value
C00353,55,fiber optic,month-to-month,31.51,1493.44,mailed check,yes,49-72 Months,No,Low Value
C00354,72,dsl,month-to-month,42.67,3101.2,credit card,no,49-72 Months,No,Medium Value
C00355,0,fiber optic,two year,61.26,65.56,electronic check,no,0-12 Months,No,Medium Value
C00356,30,dsl,one year,89.36,2541.78,bank transfer,no,25-48 Months,No,High Value
C00357,20,fiber optic,month-to-month,93.76,1729.41,electronic check,no,13-24 Months,No,High Value
C00358,23,fiber optic,one year,35.88,825.24,credit card,no,13-24 Months,No,Low Value
C00359,18,fiber optic,month-to-month,38.92,614.64,credit card,yes,13-24 Months,No,Low Value
C00360,60,no internet,one year,66.72,3757.13,mailed check,no,49-72 Months,No,Medium Value
C00361,59,fiber optic,one year,73.27,4935.85,electronic check,no,49-72 Months,No,Medium Value
C00362,24,fiber optic,two year,69.43,1663.02,credit card,no,13-24 Months,No,Medium Value
C00363,19,fiber optic,month-to-month,64.57,1105.64,bank transfer,yes,13-24 Months,No,Medium Value
C00364,25,no internet,two year,54.97,1176.22,electronic check,yes,25-48 Months,No,Medium Value
C00365,6,dsl,month-to-month,75.35,516.85,electronic check,yes,0-12 Months,No,Medium Value
C00366,66,unknown,one year,33.58,2277.91,credit card,no,49-72 Months,No,Low Value
C00367,55,dsl,two year,123.43,7343.23,electronic check,yes,49-72 Months,No,High Value
C00368,71,fiber optic,month-to-month,93.64,6855.04,bank transfer,yes,49-72 Months,No,High Value
C00369,10,fiber optic,month-to-month,48.38,467.86,electronic check,yes,0-12 Months,Yes,Medium Value
C00370,71,fiber optic,month-to-month,16.32,1050.61,electronic check,yes,49-72 Months,No,Low Value
C00371,16,dsl,month-to-month,54.78,960.27,electronic check,no,13-24 Months,No,Medium Value
C00372,71,fiber optic,month-to-month,81.7,5220.76,electronic check,yes,49-72 Months,No,High Value
C00373,46,unknown,month-to-month,98.92,4600.92,electronic check,yes,25-48 Months,No,High Value
C00374,43,dsl,one year,78.0,3703.52,electronic check,no,25-48 Months,No,Medium Value
C00375,63,dsl,month-to-month,82.07,5075.66,credit card,no,49-72 Months,No,High Value
C00376,29,fiber optic,one year,66.92,2192.09,credit card,no,25-48 Months,No,Medium Value
C00377,42,fiber optic,month-to-month,73.53,3549.16,bank transfer,yes,25-48 Months,No,Medium Value
C00378,15,no internet,month-to-month,83.79,1323.6,electronic check,yes,13-24 Months,No,High Value
C00379,3,fiber optic,month-to-month,71.11,222.49,credit card,yes,0-12 Months,Yes,Medium Value
C00380,49,dsl,month-to-month,54.61,3024.3,electronic check,no,49-72 Months,No,Medium Value
C00381,33,fiber optic,month-to-month,72.82,2730.22,bank transfer,no,25-48 Months,No,Medium Value
C00382,34,fiber optic,month-to-month,65.52,2462.72,credit card,no,25-48 Months,No,Medium Value
C00383,63,fiber optic,one year,56.08,3591.22,bank transfer,no,49-72 Months,No,Medium Value
C00384,12,fiber optic,month-to-month,42.82,535.05,electronic check,yes,0-12 Months,Yes,Medium Value
C00385,26,fiber optic,two year,75.56,2130.69,bank transfer,no,25-48 Months,No,Medium Value
C00386,71,fiber optic,two year,74.9,6068.87,electronic check,no,49-72 Months,No,Medium Value
C00387,40,dsl,month-to-month,65.93,2414.54,credit card,no,25-48 Months,No,Medium Value
C00388,41,fiber optic,month-to-month,77.77,3268.32,electronic check,yes,25-48 Months,No,Medium Value
C00389,28,fiber optic,one year,36.82,1185.17,bank transfer,no,25-48 Months,No,Low Value
C00390,15,fiber optic,month-to-month,69.26,932.86,credit card,no,13-24 Months,No,Medium Value
C00391,52,fiber optic,month-to-month,70.01,3592.48,electronic check,no,49-72 Months,No,Medium Value
C00392,45,no internet,month-to-month,88.37,4358.8,electronic check,no,25-48 Months,No,High Value
C00393,68,dsl,one year,90.3,6731.85,electronic check,no,49-72 Months,No,High Value
C00394,36,dsl,one year,54.5,1859.74,electronic check,no,25-48 Months,No,Medium Value
C00395,59,no internet,two year,45.29,2552.4,mailed check,no,49-72 Months,No,Medium Value
C00396,14,dsl,one year,76.3,1047.86,bank transfer,no,13-24 Months,No,Medium Value
C00397,20,fiber optic,one year,39.51,837.47,electronic check,no,13-24 Months,No,Low Value
C00398,33,dsl,month-to-month,71.31,2163.26,electronic check,no,25-48 Months,No,Medium Value
C00399,8,dsl,month-to-month,80.3,713.43,electronic check,no,0-12 Months,No,High Value
C00400,25,fiber optic,month-to-month,82.08,2260.38,bank transfer,no,25-48 Months,No,High Value
C00401,17,fiber optic,month-to-month,93.16,1433.61,mailed check,yes,13-24 Months,No,High Value
C00402,0,fiber optic,one year,74.6,66.0,mailed check,yes,0-12 Months,No,Medium Value
C00403,22,fiber optic,one year,78.38,1586.77,credit card,no,13-24 Months,No,Medium Value
C00404,32,fiber optic,month-to-month,81.44,2239.89,bank transfer,no,25-48 Months,No,High Value
C00405,46,fiber optic,month-to-month,16.99,757.69,credit card,yes,25-48 Months,No,Low Value
C00406,20,fiber optic,month-to-month,93.44,1705.75,electronic check,yes,13-24 Months,No,High Value
C00407,60,fiber optic,month-to-month,56.55,3166.92,electronic check,no,49-72 Months,No,Medium Value
C00408,26,fiber optic,two year,59.71,1652.62,bank transfer,yes,25-48 Months,No,Medium Value
C00409,62,fiber optic,one year,79.09,4727.45,electronic check,no,49-72 Months,No,Medium Value
C00410,51,dsl,month-to-month,92.06,4336.12,electronic check,no,49-72 Months,No,High Value
C00411,63,dsl,one year,68.55,4412.18,mailed check,no,49-72 Months,No,Medium Value
C00412,13,no internet,month-to-month,70.81,1023.22,electronic check,no,13-24 Months,No,Medium Value
C00413,46,dsl,month-to-month,49.07,2589.81,credit card,no,25-48 Months,No,Medium Value
C00414,6,dsl,two year,52.21,312.59,credit card,yes,0-12 Months,No,Medium Value
C00415,27,dsl,month-to-month,28.95,766.29,electronic check,no,25-48 Months,No,Low Value
C00416,2,dsl,month-to-month,83.17,159.16,mailed check,no,0-12 Months,No,High Value
C00417,21,no internet,month-to-month,49.75,1045.4,mailed check,yes,13-24 Months,No,Medium Value
C00418,62,fiber optic,month-to-month,102.77,6297.05,mailed check,no,49-72 Months,No,High Value
C00419,28,dsl,month-to-month,115.49,3432.59,electronic check,yes,25-48 Months,No,High Value
C00420,19,dsl,one year,40.7,752.25,electronic check,no,13-24 Months,No,Medium Value
C00421,66,unknown,month-to-month,74.38,4772.88,electronic check,no,49-72 Months,No,Medium Value
C00422,32,fiber optic,month-to-month,97.01,2904.08,credit card,yes,25-48 Months,No,High Value
C00423,47,dsl,month-to-month,135.98,6887.75,electronic check,no,25-48 Months,No,High Value
C00424,40,fiber optic,one year,124.23,4421.37,mailed check,no,25-48 Months,No,High Value
C00425,8,no internet,month-to-month,66.89,544.13,mailed check,yes,0-12 Months,No,Medium Value
C00426,47,no internet,month-to-month,45.44,1875.67,credit card,no,25-48 Months,No,Medium Value
C00427,53,dsl,two year,15.0,733.17,bank transfer,no,49-72 Months,No,Low Value
C00428,22,dsl,month-to-month,44.38,1061.39,electronic check,no,13-24 Months,No,Medium Value
C00429,64,dsl,month-to-month,88.11,5078.72,mailed check,yes,49-72 Months,No,High Value
C00430,20,dsl,one year,63.68,1085.75,electronic check,no,13-24 Months,No,Medium Value
C00431,31,dsl,two year,105.79,3720.27,bank transfer,no,25-48 Months,No,High Value
C00432,25,fiber optic,two year,84.44,1801.44,mailed check,no,25-48 Months,No,High Value
C00433,32,fiber optic,one year,87.47,2887.86,credit card,no,25-48 Months,No,High Value
C00434,59,fiber optic,month-to-month,51.29,2815.64,electronic check,yes,49-72 Months,No,Medium Value
C00435,8,dsl,two year,59.64,446.83,mailed check,no,0-12 Months,No,Medium Value
C00436,69,fiber optic,month-to-month,82.15,5060.1,bank transfer,yes,49-72 Months,No,High Value
C00437,45,dsl,two year,54.57,2496.84,mailed check,no,25-48 Months,No,Medium Value
C00438,6,dsl,month-to-month,65.99,341.99,mailed check,yes,0-12 Months,No,Medium Value
C00439,6,fiber optic,month-to-month,107.04,648.43,credit card,yes,0-12 Months,Yes,High Value
C00440,68,no internet,two year,40.33,2714.13,electronic check,no,49-72 Months,No,Medium Value
C00441,32,dsl,month-to-month,40.06,1204.67,electronic check,no,25-48 Months,No,Medium Value
C00442,9,fiber optic,month-to-month,75.02,714.36,credit card,yes,0-12 Months,Yes,Medium Value
C00443,27,unknown,month-to-month,114.32,3222.88,electronic check,yes,25-48 Months,No,High Value
C00444,46,fiber optic,two year,74.64,3129.2,electronic check,no,25-48 Months,No,Medium Value
C00445,45,dsl,one year,77.68,3646.65,electronic check,no,25-48 Months,No,Medium Value
C00446,21,fiber optic,month-to-month,79.42,1902.97,electronic check,yes,13-24 Months,No,Medium Value
C00447,20,fiber optic,one year,66.13,1342.68,bank transfer,no,13-24 Months,No,Medium Value
C00448,55,fiber optic,month-to-month,43.7,2309.21,electronic check,yes,49-72 Months,No,Medium Value
C00449,31,no internet,one year,70.21,1285.45,bank transfer,yes,25-48 Months,No,Medium Value
C00450,31,fiber optic,month-to-month,45.67,1393.43,bank transfer,no,25-48 Months,No,Medium Value
C00451,35,fiber optic,month-to-month,74.11,2551.78,bank transfer,yes,25-48 Months,No,Medium Value
C00452,30,dsl,two year,49.82,1335.27,electronic check,no,25-48 Months,No,Medium Value
C00453,69,dsl,one year,116.86,8521.97,mailed check,no,49-72 Months,No,High Value
C00454,53,fiber optic,two year,63.7,3718.2,credit card,no,49-72 Months,No,Medium Value
C00455,20,dsl,month-to-month,70.21,1982.49,credit card,yes,13-24 Months,No,Medium Value
C00456,34,dsl,one year,67.96,2259.1,credit card,no,25-48 Months,No,Medium Value
C00457,22,fiber optic,month-to-month,23.35,516.96,mailed check,yes,13-24 Months,No,Low Value
C00458,41,dsl,one year,70.26,3260.55,electronic check,no,25-48 Months,No,Medium Value
C00459,23,dsl,month-to-month,66.09,1323.64,unknown,yes,13-24 Months,No,Medium Value
C00460,68,no internet,month-to-month,48.96,3219.7,bank transfer,no,49-72 Months,No,Medium Value
C00461,41,fiber optic,month-to-month,79.35,3305.36,credit card,no,25-48 Months,No,Medium Value
C00462,29,dsl,one year,67.11,2025.7,mailed check,no,25-48 Months,No,Medium Value
C00463,70,dsl,month-to-month,94.69,6528.83,bank transfer,no,49-72 Months,No,High Value
C00464,5,fiber optic,month-to-month,50.74,242.98,electronic check,no,0-12 Months,Yes,Medium Value
C00465,71,dsl,month-to-month,48.05,3069.47,credit card,no,49-72 Months,No,Medium Value
C00466,51,fiber optic,one year,49.15,2401.09,electronic check,no,49-72 Months,No,Medium Value
C00467,25,no internet,two year,53.0,1419.28,bank transfer,no,25-48 Months,No,Medium Value
C00468,40,dsl,month-to-month,67.86,2611.77,bank transfer,no,25-48 Months,No,Medium Value
C00469,67,fiber optic,month-to-month,90.23,6768.27,credit card,no,49-72 Months,No,High Value
C00470,53,dsl,two year,87.53,5018.05,mailed check,no,49-72 Months,No,High Value
C00471,59,fiber optic,month-to-month,140.0,8497.4,electronic check,yes,49-72 Months,No,High Value
C00472,54,dsl,one year,90.2,4780.04,mailed check,yes,49-72 Months,No,High Value
C00473,23,dsl,two year,107.28,2822.28,credit card,no,13-24 Months,No,High Value
C00474,39,dsl,month-to-month,87.75,2990.21,electronic check,yes,25-48 Months,No,High Value
C00475,63,dsl,month-to-month,50.63,2946.88,electronic check,no,49-72 Months,No,Medium Value
C00476,33,dsl,month-to-month,74.47,2389.17,credit card,no,25-48 Months,No,Medium Value
C00477,38,dsl,month-to-month,62.44,2681.18,electronic check,no,25-48 Months,No,Medium Value
C00478,0,unknown,month-to-month,54.34,59.98,unknown,no,0-12 Months,No,Medium Value
C00479,19,dsl,one year,79.17,1448.22,credit card,no,13-24 Months,No,Medium Value
C00480,24,dsl,month-to-month,82.99,1991.7599999999998,bank transfer,no,13-24 Months,No,High Value
C00481,5,no internet,month-to-month,83.32,443.89,electronic check,no,0-12 Months,No,High Value
C00482,72,dsl,two year,90.38,6970.68,electronic check,no,49-72 Months,No,High Value
C00483,2,no internet,month-to-month,75.86,172.02,bank transfer,no,0-12 Months,No,Medium Value
C00484,35,fiber optic,one year,83.61,2672.11,bank transfer,yes,25-48 Months,No,High Value
C00486,37,dsl,month-to-month,71.82,2831.09,credit card,no,25-48 Months,No,Medium Value
C00487,64,fiber optic,two year,72.93,4362.31,mailed check,no,49-72 Months,No,Medium Value
C00488,37,fiber optic,month-to-month,67.56,2607.94,credit card,yes,25-48 Months,No,Medium Value
C00489,27,fiber optic,month-to-month,88.19,2047.91,electronic check,yes,25-48 Months,No,High Value
C00490,46,fiber optic,month-to-month,97.03,4313.72,credit card,yes,25-48 Months,No,High Value
C00491,72,no internet,month-to-month,47.29,3114.3,electronic check,no,49-72 Months,No,Medium Value
C00492,46,dsl,one year,81.91,4301.35,electronic check,no,25-48 Months,No,High Value
C00493,9,fiber optic,month-to-month,16.92,171.1,electronic check,no,0-12 Months,Yes,Low Value
C00494,71,dsl,one year,84.23,5691.66,mailed check,no,49-72 Months,No,High Value
C00495,4,fiber optic,one year,98.46,367.88,electronic check,no,0-12 Months,No,High Value
C00496,12,fiber optic,month-to-month,76.06,1013.48,credit card,yes,0-12 Months,Yes,Medium Value
C00497,33,dsl,two year,105.45,3896.24,bank transfer,no,25-48 Months,No,High Value
C00498,24,fiber optic,two year,76.6,1866.95,electronic check,yes,13-24 Months,No,Medium Value
C00499,22,dsl,two year,23.35,481.84,mailed check,no,13-24 Months,No,Low Value
C00500,2,fiber optic,month-to-month,45.02,83.42,mailed check,yes,0-12 Months,Yes,Medium Value
C00501,7,no internet,month-to-month,65.73,474.19,mailed check,no,0-12 Months,No,Medium Value
C00502,45,dsl,month-to-month,113.29,4407.78,mailed check,no,25-48 Months,No,High Value
C00503,61,fiber optic,one year,47.49,2990.05,credit card,no,49-72 Months,No,Medium Value
